time,acc,f1
16.199161767959595,0.142,0.142
23.37516951560974,0.24,0.24
32.18644976615906,0.272,0.272
41.876595973968506,0.272,0.272
51.50748872756958,0.336,0.336
60.47026252746582,0.356,0.356
70.25561594963074,0.374,0.374
80.28094172477722,0.392,0.39200000000000007
89.64730978012085,0.408,0.408
98.90142560005188,0.406,0.40599999999999997
108.9389419555664,0.4,0.4000000000000001
117.81424188613892,0.416,0.416
